title,age_min,age_max,duration_mins,tags,cost,indoor_outdoor,season,materials_needed,how_to_play,players,parent_caution
Yarn Wrapping,4,10,45,"craft, fine motor, colorful",low,indoor,all,"[""cardboard shapes"", ""yarn"", ""tape""]","['Cut cardboard into simple shapes.', 'Tape yarn end to back of shape.', 'Wrap yarn around shape in patterns.', 'Display colorful wrapped creations.']",1+,no
Cycling Club Ride,18,60,90,"physical, outdoor, fitness",free,outdoor,all,"[""bicycle"", ""helmet"", ""water bottle"", ""cycling clothes""]","['Join a local cycling group or form your own.', 'Plan a route with appropriate distance and difficulty.', 'Ride together at a comfortable pace for the group.', 'Stop for refreshments and socializing.']",3+,no
Attend Local Outdoor Concert,10,99,120,"music, entertainment",free or low,outdoor,summer,"[""blanket"", ""chair""]","['Check event schedule.', 'Arrive early for good spot.', 'Bring blanket or chair.', 'Enjoy music together.']",1+,no
Fabric Scrap Box,1,3,15,"sensory, exploration",free,indoor,all,"[""box"", ""fabric scraps""]","['Fill box with various fabric scraps of different textures.', 'Include rough, smooth, silky, and fuzzy fabrics.', 'Let baby pull out fabrics and feel them.', 'Great for developing sense of touch.']",1+,no
Homemade Kinetic Sand,5,12,45,"sensory, creative, moldable",low,indoor,all,"[""flour"", ""oil"", ""bowl""]","['Mix 8 cups flour with 1 cup oil.', 'Blend until moldable consistency.', 'Shape and build with kinetic sand.', 'Store in airtight container.']",1+,yes
Goat Farming,16,99,90,"farming, animals",high,outdoor,all,"[""goats"", ""shelter"", ""fencing"", ""feed""]","['Provide proper shelter and fencing.', 'Feed and water daily.', 'Milk goats if dairy breed.', 'Maintain hoof and health care.']",1+,yes
Oral History Project,14,99,120,"volunteer, history",free,both,all,"[""recording device"", ""interview questions""]","['Interview elderly community members.', 'Record their life stories.', 'Preserve memories for future.', 'Archive recordings.']",1,no
Outdoor Obstacle Course,10,19,45,"exercise, competitive, fun",free,outdoor,"spring, summer, fall","[""cones"", ""jump ropes"", ""hula hoops"", ""balls"", ""pool noodles""]","['Design obstacle course using household items.', 'Include stations like jumping, crawling, throwing.', 'Time each participant as they complete course.', 'Race against each other or personal best times.']",1+,no
Create Social Media Aesthetic,12,19,90,"creative, digital, personal",free,indoor,all,"[""phone"", ""editing app""]","['Choose color scheme.', 'Edit photos consistently.', 'Create unified look.', 'Build followers.']",1+,no
Disc Golf,20,99,120,"sport, outdoor, strategic",low,outdoor,all,"[""disc golf discs"", ""course access""]","['Visit local disc golf course', 'Throw discs toward elevated baskets', 'Count strokes like traditional golf', 'Walk course enjoying nature']",1+,no
Emotion Charades,4,10,15,"social,emotional,fun",free,indoor,all,"[""folding instructions or markers"", ""paper sheets""]","['Write various emotions such as happy, sad, surprised, or angry on separate cards.', 'One player selects a card and acts out the emotion using facial expressions and body language.', 'The others guess the emotion and discuss situations when people might feel that way.', 'Rotate turns and introduce more complex feelings as children become familiar with the game.']",1+,no
Cooking Competition,12,19,90,"culinary, competitive, creative",medium,indoor,all,"[""ingredients"", ""kitchen tools"", ""timer"", ""judges (family members)""]","['Choose a theme like desserts or sandwiches.', 'Give each team same ingredients and time limit.', 'Cook or prepare dishes within time.', 'Have family judge on taste, presentation, and creativity.']",2+,yes
Learn Basic Photography,12,99,90,"creative, tech, photography",free,indoor,all,"[""camera"", ""tutorials""]","['Learn composition.', 'Practice lighting.', 'Take test shots.', 'Share best photos.']",1+,no
Blanket Fort Reading,3,10,60,"cozy, literacy, imaginative",free,indoor,all,"[""blankets"", ""pillows"", ""books"", ""flashlights""]","['Build cozy fort with blankets.', 'Fill with pillows and books.', 'Read stories by flashlight.', 'Enjoy quiet reading time.']",1+,no
Play Paintball or Laser Tag,13,19,90,"competition, team, action",medium,indoor,all,"[""equipment"", ""ammunition"", ""safety gear""]","['Visit facility.', 'Get all equipment.', 'Play strategic game.', 'Celebrate victory.']",2+,yes
Paper Plate Masks,4,11,45,"art, imaginative, craft",low,indoor,all,"[""paper plates"", ""markers"", ""scissors"", ""elastic string"", ""decorations""]","['Cut eye holes in paper plate.', 'Decorate plate as animal or character.', 'Attach elastic string to sides.', 'Wear mask for pretend play.']",1+,yes
Paleontology Fieldwork,16,75,480,science field,low,outdoor,all,"[""tools""]","['Excavate fossils', 'Document site', 'Preserve finds', 'Contribute science']",2+,yes
Homemade Granola,8,99,75,"culinary, healthy, breakfast",low,indoor,all,"[""oats"", ""honey"", ""oil"", ""nuts"", ""dried fruit""]","['Mix oats with honey and oil.', 'Spread on baking sheet.', 'Bake until golden stirring occasionally.', 'Add dried fruit when cool.']",1+,yes
Indoor Beach Ball Volleyball,6,14,45,"game, active, indoor",low,indoor,all,"[""beach ball"", ""string or tape for net""]","['Create net across room.', 'Form teams on each side.', 'Volley beach ball over net.', 'Play to set number of points.']",4+,no
Make a Card for Friend or Grandparent,8,99,30,"creative, caring",low,indoor,all,"[""cardstock"", ""markers"", ""stamps"", ""stickers""]","['Choose recipient and occasion.', 'Design and write heartfelt message.', 'Add decorations and drawings.', 'Send or deliver in person.']",1+,no
Backyard Camping Breakfast,7,99,60,"culinary, outdoor, camping",medium,outdoor,all,"[""camping stove or grill"", ""eggs"", ""bacon"", ""bread""]","['Set up cooking area outside.', 'Cook breakfast foods outdoors.', 'Eat camping style at picnic table.', 'Clean up campsite properly.']",2+,yes
Water Table Play,2,6,60,"sensory, outdoor, exploratory",low,outdoor,summer,"[""water table or bin"", ""water toys"", ""cups"", ""funnels""]","['Fill table or bin with water.', 'Add measuring cups, funnels, boats.', 'Let children pour, splash, and explore.', 'Supervise water play at all times.']",1+,yes
Foreign Language Apps,50,99,30,"learning, cognitive",low,indoor,all,"[""smartphone"", ""language app""]","['Download app like Duolingo or Babbel.', 'Practice new language daily for 15 minutes.', 'Complete lessons at own pace.', 'Benefits brain health and cognitive function.']",1,no
Rain Garden Installation,14,99,180,"gardening, environmental",high,outdoor,all,"[""native plants"", ""soil"", ""tools"", ""mulch""]","['Identify drainage area.', 'Dig shallow depression.', 'Plant native water-loving plants.', 'Mulch and maintain.']",2+,yes
Photography Scavenger Hunt,10,14,60,"creative, technology, outdoor",free,both,all,"[""camera or smartphone"", ""scavenger hunt list""]","['Create a list of items or scenes to photograph.', 'Give each person or team a camera.', 'Set a time limit to find and photograph all items.', 'Share and compare photos at the end.']",2+,no
DIY Robot Costume,6,14,90,"craft, imaginative, wearable",low,indoor,all,"[""cardboard boxes"", ""aluminum foil"", ""tape"", ""decorations""]","['Cover boxes with foil.', 'Cut holes for head and arms.', 'Add buttons, lights, and details.', 'Wear as robot costume.']",1+,yes
Calligraphy Practice,16,99,60,"art, skill, relaxing",low,indoor,all,"[""calligraphy pens"", ""practice paper"", ""ink""]","['Watch online tutorials to learn basic strokes.', 'Practice individual letters repeatedly to build muscle memory.', 'Progress to words and sentences as skills improve.', 'Use calligraphy for cards and invitations.']",1,no
Theater Attendance,18,99,150,"cultural, entertainment, social",medium,indoor,all,[],"['Check local theater schedules for plays and musicals', 'Purchase tickets for performances', 'Enjoy live entertainment and storylines', 'Discuss show with companions afterward']",1+,no
Paper Plate Dinosaur,4,10,45,"craft, prehistoric, imaginative",low,indoor,all,"[""paper plates"", ""paint"", ""construction paper"", ""googly eyes""]","['Cut plate into dinosaur body shape.', 'Paint in dinosaur colors.', 'Add spikes, tail, and head from paper.', 'Attach googly eyes.']",1+,no
Comic Book Creation,8,13,90,"creative, art, writing",low,indoor,all,"[""paper"", ""pencils"", ""markers"", ""ruler""]","['Create original characters and storylines.', 'Draw comic panels with dialogue bubbles.', 'Add color with markers or colored pencils.', 'Share comics with family and friends.']",1+,no
Swimming,8,99,90,"exercise, fun, cooling",low,outdoor,summer,"[""swimsuit"", ""towel"", ""sunscreen"", ""goggles (optional)"", ""water toys""]","['Visit a community pool, beach, or lake.', 'Apply sunscreen before entering water.', 'Swim laps, play water games, or just splash around.', 'Take breaks and stay hydrated.']",1+,yes
Online Video Games,13,40,60,"tech, games, virtual",varies,indoor,all,"[""computer with internet"", ""video games""]","['Choose an online game that fits the age group.', 'Connect with friends or strangers in digital space.', 'Play for fun or competition; always take screen breaks.']",1+,yes
Lemonade Stand,12,18,120,"business, social, creative",low,outdoor,summer,"[""lemonade mix"", ""cups"", ""stand"", ""ice""]","['Make fresh lemonade.', 'Set up stand.', 'Advertise to neighbors.', 'Sell and make money.']",1+,no
Microscopy,10,99,60,"science, observation",medium,indoor,all,"[""microscope"", ""slides"", ""specimens"", ""stains""]","['Prepare slides with specimens.', 'Adjust microscope focus.', 'Observe at different magnifications.', 'Draw or photograph findings.']",1+,yes
Calligraphy Practice,12,99,60,"art, writing",medium,indoor,all,"[""calligraphy pens"", ""ink"", ""practice paper"", ""exemplars""]","['Learn proper pen hold and posture.', 'Practice basic letter forms.', 'Work on consistency and spacing.', 'Create greeting cards or art.']",1+,no
Building Block Challenge,12,99,60,"team, creative, builder",low,indoor,all,"[""blocks or straws"", ""instructions""]","['Get building materials.', 'Teams build structure.', 'Compete on height.', 'Award best design.']",2+,no
Glow in the Dark Bowling,6,14,45,"game, nighttime, fun",low,indoor,all,"[""plastic bottles"", ""glow sticks"", ""ball"", ""dark room""]","['Place activated glow sticks in bottles.', 'Set up bottles as pins in dark room.', 'Bowl ball to knock down glowing pins.', 'Keep score in the dark.']",2+,no
Watercolor Painting,5,99,45,"art, creative",low,indoor,all,"[""watercolors"", ""brushes"", ""paper"", ""water""]","['Set up painting area with water cups and paper.', 'Experiment with different brush techniques.', 'Let colors blend and create effects.', 'Display finished paintings when dry.']",1+,no
Wash Dishes,9,12,15,chore,free,indoor,all,[],"['Separate delicate items from sturdy ones and let children wash nonâbreakables first.', 'Demonstrate cleaning dishes with warm soapy water and a sponge until theyâre spotless.', 'Rinse thoroughly and place on a drying rack or hand to an adult to dry.', 'Encourage them to wash dishes as they go during meal prep to avoid a pileâup.']",1+,no
Unit Blocks & Open Toys,1,3,15,"play, building",low,indoor,all,"[""blocks"", ""toy"", ""toys""]","['Provide wooden blocks, foam bricks, and openâended toys such as cars, animals, or dolls.', 'Encourage children to build towers, roads, and imaginative scenes using the materials.', 'Join in by asking questions and helping them think of new building ideas.', 'Store blocks and toys in bins for easy access and cleanâup when finished.']",1+,no
Alzheimers Support,18,70,120,"volunteer, healthcare",free,indoor,all,"[""training"", ""patience""]","['Provide respite for caregivers.', 'Engage patients in activities.', 'Show patience and kindness.', 'Support families.']",1+,yes
Online Courses,18,99,60,"educational, skill-building, flexible",medium,indoor,all,"[""computer"", ""internet"", ""course materials""]","['Choose courses on platforms like Coursera or Udemy', 'Study topics from coding to history', 'Complete lessons at your own pace', 'Earn certificates for achievements']",1+,no
Kayaking,18,99,120,"outdoor, fitness, adventure",medium,outdoor,summer,"[""kayak"", ""paddle"", ""life jacket""]","['Rent or own kayak for water activities', 'Paddle on calm lakes or rivers', 'Enjoy wildlife viewing and scenery', 'Build upper body strength']",1+,yes
DIY Memory Matching Game,6,13,60,"craft, game, cognitive",low,indoor,all,"[""cardstock"", ""markers or stickers"", ""scissors""]","['Cut matching pairs of cards.', 'Draw or place identical images on pairs.', 'Mix cards face down.', 'Play memory matching game.']",2+,no
Immersive Art Experiences,12,99,120,"art, cultural, exploration",medium,indoor,all,"[""admission ticket"", ""comfortable shoes""]","['Find art exhibits.', 'Experience immersive installations.', 'Engage with interactive art.', 'Discuss interpretations.']",1+,no
Astrophotography,25,99,180,"hobby, technical, artistic",high,outdoor,all,"[""camera"", ""tripod"", ""telescope optional""]","['Learn long exposure photography', 'Photograph stars, moon, and planets', 'Use specialized equipment', 'Combine astronomy and photography']",1+,no
Shoe Box Diorama,7,14,90,"craft, educational, creative",low,indoor,all,"[""shoebox"", ""construction paper"", ""small figures"", ""glue"", ""scissors""]","['Choose scene or habitat to create.', 'Decorate box interior as background.', 'Add figures and environmental details.', 'Display finished diorama.']",1+,yes
Backyard Star Gazing Party,7,99,120,"educational, social, nighttime",low,outdoor,all,"[""blankets"", ""star chart"", ""telescope (optional)"", ""snacks""]","['Set up viewing area after dark.', 'Identify constellations together.', 'Share constellation mythology.', 'Enjoy snacks under stars.']",3+,yes
Nature Texture Rubbings,4,10,30,"art, nature, sensory",free,outdoor,all,"[""paper"", ""crayons""]","['Find textured natural surfaces.', 'Place paper over bark, leaves, rocks.', 'Rub crayon sideways over paper.', 'Reveal texture patterns.']",1+,no
Crochet Projects,10,99,90,"crafts, relaxation",medium,indoor,all,"[""crochet hook"", ""yarn"", ""pattern""]","['Learn basic crochet stitches.', 'Follow pattern instructions.', 'Create blankets or garments.', 'Gift or keep finished items.']",1+,no
Make Homemade Pizza from Scratch,12,99,90,"culinary, family",low,indoor,all,"[""flour"", ""yeast"", ""toppings"", ""oven""]","['Prepare dough from scratch.', 'Let dough rise.', 'Top with ingredients.', 'Bake until crust is golden.']",1+,yes
Golf League,50,99,180,"outdoor, social",high,outdoor,all,"[""golf clubs"", ""balls"", ""tees""]","['Join senior golf league at local course.', 'Play weekly rounds with regular group.', 'Enjoy walking course and fresh air.', 'Social competition and exercise.']",2+,no
Improvisational Stories,6,12,15,"creativity,cognitive,social",free,indoor,all,"[""cards""]","['Prepare cards with pictures or words to inspire story elements such as animals, places, or objects.', 'Each child draws a card and adds a sentence to a shared story based on the prompt.', 'Continue around the circle, building the tale together with creative twists and turns.', 'Retell the finished story or illustrate favourite scenes on paper.']",1+,no
Line Dancing,12,80,60,"dance, country",low,indoor,all,"[""cowboy boots optional""]","['Learn line dance steps.', 'Follow along with group.', 'Dance to country music.', 'No partner needed.']",1+,no
Cartoon Drawing,8,99,60,"art, creative",low,indoor,all,"[""paper"", ""pencils"", ""markers"", ""eraser""]","['Learn cartoon proportions.', 'Practice expressions.', 'Develop character designs.', 'Create comic strips.']",1+,no
Water Aerobics Class,55,90,45,"fitness, water, social",low,indoor,all,"[""swimsuit"", ""towel"", ""pool access""]","['Join a water aerobics class at a community pool.', 'Follow instructor through gentle water exercises.', 'Use water resistance for low-impact fitness.', 'Socialize with classmates after the session.']",5+,no
Ethnographic Documentary Making,18,99,480,documentary film,high,both,all,"[""camera""]","['Research culture', 'Film documentary', 'Interview subjects', 'Share stories']",2+,no
Virtual Museum Tour,8,18,60,"educational, art",free,indoor,all,"[""computer or tablet"", ""internet""]","['Visit famous museums online for free.', 'Explore art, history, and science exhibits.', 'Take virtual walks through galleries.', 'Learn about different cultures and time periods.']",1+,no
Homemade Veggie Chips,7,99,90,"culinary, healthy, crunchy",low,indoor,all,"[""vegetables"", ""oil"", ""salt"", ""oven""]","['Slice vegetables thinly.', 'Toss with oil and salt.', 'Bake until crispy.', 'Cool and enjoy healthy chips.']",1+,yes
Paper Plate Aquarium,4,10,45,"craft, ocean, imaginative",low,indoor,all,"[""paper plates"", ""plastic wrap"", ""markers"", ""string"", ""fish cutouts""]","['Draw ocean scene on one plate.', 'Cut fish shapes and color them.', 'Attach fish with string inside plates.', 'Cover with plastic wrap as water.']",1+,no
Paper Fortune Teller,7,13,30,"craft, game, nostalgia",free,indoor,all,"[""paper"", ""markers""]","['Fold paper into fortune teller shape.', 'Write fortunes inside flaps.', 'Decorate outside with colors and numbers.', 'Play fortune telling game with friends.']",2+,no
Hiking Club,12,80,120,"fitness, nature, social",low,outdoor,all,"[""hiking boots"", ""water"", ""snacks"", ""map""]","['Join organized hiking group.', 'Hike trails of varying difficulty.', 'Learn about local ecology.', 'Make hiking friends.']",4+,no
DIY Bottle Cap Magnets,7,14,60,"craft, recycling, useful",low,indoor,all,"[""bottle caps"", ""magnets"", ""glue"", ""decorations""]","['Clean bottle caps thoroughly.', 'Decorate insides with paper or stickers.', 'Glue magnet to back.', 'Use on refrigerator or boards.']",1+,yes
Soap Making,18,99,90,"craft, creative, productive",medium,indoor,all,"[""lye"", ""oils"", ""molds"", ""safety equipment""]","['Learn cold or hot process soap making safety.', 'Mix lye and oils carefully following recipe.', 'Pour into molds and let cure for weeks.', 'Cut and use homemade soaps or give as gifts.']",1+,yes
Backyard Nature Bingo,5,12,60,"outdoor, nature, educational",free,outdoor,all,"[""bingo cards"", ""pencils""]","['Create bingo cards with nature items.', 'Search yard for items on cards.', 'Mark off as found.', 'First to complete line wins.']",2+,no
Wildlife DNA Testing Lab,18,75,120,science research,high,indoor,all,"[""lab equipment""]","['Collect samples', 'Extract DNA', 'Analyze sequences', 'Track populations']",1+,yes
Throw Snowballs,2,7,15,"exercise, fun",free,outdoor,winter,"[""gloves"", ""snow"", ""various balls of different sizes"", ""warm clothing""]","['Pack soft snow into small balls and demonstrate how to aim and throw.', 'Set up a target such as a tree, bucket, or drawn circle on a wall for aiming practice.', 'Create a friendly competition by counting hits or distance thrown.', 'Remind children not to aim at peopleâs faces and to avoid icy patches while playing.']",2+,yes
Senior Walking Group,60,99,45,"fitness, social, outdoor",free,outdoor,all,"[""comfortable walking shoes""]","['Join senior walking group at community center.', 'Walk together at comfortable pace.', 'Socialize before and after walks.', 'Maintain regular exercise routine.']",3+,no
Karaoke Party,8,99,90,"music, performance",low,indoor,all,"[""karaoke machine or app"", ""microphone"", ""speakers""]","['Set up karaoke system.', 'Take turns choosing and singing songs.', 'Encourage everyone to participate.', 'Record performances for fun.']",2+,no
Glow Night Party,13,18,120,"party, creativity, social",low,indoor,all,"[""glow sticks"", ""black lights"", ""highlighters"", ""white clothing"", ""music""]","['Set up blacklights and glow sticks in a dark room.', 'Dress in white or neon clothing.', 'Draw on white shirts with highlighters under blacklight.', 'Dance or play games in the glow.']",2+,no
DIY Pom Pom Shooter,6,13,45,"craft, game, engineering",low,indoor,all,"[""plastic cup"", ""balloon"", ""pom poms"", ""tape""]","['Cut bottom off plastic cup.', 'Tie balloon and cut off top.', 'Stretch balloon over cup opening.', 'Pull balloon back and shoot pom poms.']",1+,yes
Rock Tumbling Hobby,12,99,90,hobby lapidary,medium,indoor,all,"[""tumbler""]","['Load tumbler', 'Add polish', 'Monitor progress', 'Collect stones']",1+,no
Karaoke Night,12,99,90,"music, performance, social",free,indoor,all,"[""karaoke machine or app"", ""microphone"", ""TV or speakers"", ""snacks""]","['Set up karaoke system or use YouTube karaoke tracks.', 'Create a song list for participants to choose from.', 'Take turns singing favorite songs.', 'Encourage group numbers and duets.']",2+,no
Homemade Memory Book,7,99,90,"creative, keepsake, literacy",low,indoor,all,"[""paper"", ""markers"", ""photos"", ""glue"", ""decorations""]","['Collect photos and memorabilia.', 'Decorate pages with memories.', 'Write captions and stories.', 'Bind into book.']",1+,no
Beach Ball Keepy Uppy,5,12,30,"game, coordination, active",low,both,all,"[""beach ball""]","['Toss beach ball in air.', 'Keep hitting it upward without letting it touch ground.', 'Count consecutive hits.', 'Try to beat record.']",1+,no
Kickboxing Class,14,60,60,"fitness, martial arts",medium,indoor,all,"[""athletic clothes"", ""hand wraps"", ""gloves""]","['Learn proper form for punches and kicks.', 'Follow along with combinations.', 'Hit bags and pads.', 'Build strength and cardio.']",1+,no
Portrait Drawing,12,99,90,"art, skill",low,indoor,all,"[""pencils"", ""paper"", ""eraser"", ""reference photo""]","['Study proportions of face.', 'Sketch basic shapes first.', 'Add details and shading.', 'Practice regularly.']",1+,no
Slot Machine Box,1,3,10,"motor skills, problem solving",low,indoor,all,"[""cardboard box"", ""colored balls or toys"", ""colored markers""]","['Cut a wide slot in a sturdy cardboard box and provide toddlers with oversized coins or cards.', 'Demonstrate how to insert the objects through the slot and open the box to retrieve them.', 'Make the activity more challenging by varying the size of the slot or the objects used.', 'This game helps develop handâeye coordination and teaches object permanence.']",1+,yes
Scrapbooking,10,99,120,"creative, memory keeping",medium,indoor,all,"[""scrapbook"", ""photos"", ""stickers"", ""glue"", ""scissors""]","['Organize photos by theme or date.', 'Design creative page layouts.', 'Add journaling and embellishments.', 'Preserve memories in albums.']",1+,no
Homemade Playdough Monsters,4,9,45,"creative, imaginative, sensory",low,indoor,all,"[""playdough"", ""googly eyes"", ""pipe cleaners"", ""beads""]","['Mold playdough into monster shapes.', 'Add eyes and accessories.', 'Create monster families.', 'Tell stories about monsters.']",1+,no
Ice Skating,10,99,90,"exercise, winter, skill-building",low,both,winter,"[""ice skates"", ""warm clothing"", ""gloves"", ""helmet (optional)""]","['Visit local ice rink or frozen pond (if safe).', 'Rent or bring ice skates.', 'Practice skating skills from basic to advanced.', 'Take breaks to warm up with hot chocolate.']",1+,yes
Bike Parade,6,12,60,"physical, creative",low,outdoor,summer,"[""bikes"", ""decorations"", ""streamers"", ""music""]","['Decorate bikes with streamers and signs.', 'Plan a route through the neighborhood.', 'Play music and ride together.', 'End with refreshments and awards.']",3+,yes
DIY Cardboard Maze Game,7,14,120,"engineering, creative, game",low,indoor,all,"[""cardboard box"", ""straws"", ""glue"", ""marble""]","['Remove box lid to create base.', 'Glue straws inside as maze walls.', 'Add holes as traps.', 'Tilt to navigate marble to finish.']",1+,no
Homemade Crackers,8,99,75,"culinary, baking, snack",low,indoor,all,"[""flour"", ""butter"", ""water"", ""salt"", ""seasonings""]","['Mix dough and roll very thin.', 'Cut into shapes.', 'Prick with fork.', 'Bake until crispy and golden.']",1+,yes
Ballroom Dancing,18,99,60,"social, fitness, elegant",medium,indoor,all,"[""dance shoes"", ""comfortable clothing""]","['Take lessons in waltz, foxtrot, or tango', 'Practice with partner at classes', 'Attend dance socials to practice', 'Enjoy exercise and social connection']",2,no
Candle Making Workshop,40,99,90,"craft, creative",medium,indoor,all,"[""wax"", ""wicks"", ""scents"", ""containers""]","['Melt wax in double boiler safely.', 'Add essential oils for desired scent.', 'Pour into containers with secured wicks.', 'Let cool and cure before burning.']",1+,yes
Mixology Practice,21,99,30,"culinary, skill",medium,indoor,all,"[""spirits"", ""mixers"", ""tools"", ""glasses""]","['Research classic cocktail recipes.', 'Gather necessary ingredients and tools.', 'Practice measuring and mixing techniques.', 'Experiment with your own variations.']",1+,no
Newspaper Fashion Show,8,16,90,"creative, teamwork, performance",low,indoor,all,"[""newspapers"", ""tape"", ""scissors"", ""accessories""]","['Design outfits using only newspaper and tape.', 'Create hats, dresses, or costumes.', 'Model creations in fashion show.', 'Vote for most creative design.']",3+,no
Make Homemade Ice Cream or Popsicles,10,99,60,"culinary, freezing",low,indoor,all,"[""ice cream maker"", ""ingredients""]","['Mix base ingredients.', 'Chill before churning.', 'Churn in ice cream maker.', 'Freeze and serve.']",1+,no
Sudoku,18,99,30,"cognitive, logic, solitary",low,indoor,all,"[""sudoku book or app""]","['Solve number puzzles using logic', 'Start with easy puzzles and advance', 'Practice daily to improve speed', 'Enjoy portable mental exercise']",1+,no
Jigsaw Puzzles,8,99,120,"relaxing, cognitive, solo",low,indoor,all,"[""jigsaw puzzle""]","['Choose puzzle with image and piece count you enjoy.', 'Sort edge pieces and begin with border.', 'Work on sections by color or pattern.', 'Frame completed puzzles or break apart for reuse.']",1+,no
Street Photography,16,99,120,"photography, urban",medium,outdoor,all,"[""camera"", ""prime lens""]","['Explore interesting neighborhoods.', 'Capture candid moments.', 'Look for interesting characters.', 'Tell visual stories.']",1+,no
Balloon Tennis,5,10,15,"physical,fun",free,indoor,all,"[""balloons"", ""hard-boiled or plastic eggs"", ""pool noodle (optional)"", ""spoons"", ""string or yarn"", ""tape or scissors"", ""various balls of different sizes""]","['Use balloons and fly swatters, paper plates on sticks, or hands as racquets.', 'Set up a line of tape or string as a net across the room or yard.', 'Players hit the balloon back and forth over the net, trying to keep it from touching the floor.', 'Keep score or count volleys, and switch partners or racquets to vary the game.']",1+,yes
Slacklining,10,50,60,"balance, outdoor",medium,outdoor,all,"[""slackline"", ""tree protectors"", ""trees""]","['Set up line between trees.', 'Use support to mount line.', 'Practice standing and balancing.', 'Walk across without falling.']",1+,yes
Community Theater Production,25,75,180,"creative, performance, social",low,indoor,all,"[""script"", ""costume"", ""theater membership""]","['Audition for a local community theater production.', 'Attend rehearsals several times per week.', 'Learn your lines and blocking.', 'Perform in front of live audiences.']",10+,no
Traditional Card Solitaire,6,99,20,"strategy, patience",free,indoor,all,"[""deck of cards""]","['Learn the rules of classic solitaire.', 'Set up the tableau with seven piles.', 'Draw cards and try to build sequences.', 'Win by getting all cards to foundation piles.']",1,no
Indoor Scavenger Hunt,5,14,30,"game, problem-solving",free,indoor,all,"[""list of items"", ""pen""]","['Hide items around the house.', 'Provide clues or riddles to find them.', 'Set a time limit.', 'Award prize to finder or team.']",2+,no
DIY Magnets,6,13,60,"craft, useful, decorative",low,indoor,all,"[""clear glass pebbles"", ""paper images"", ""glue"", ""magnets""]","['Cut small images to fit under pebbles.', 'Glue image to flat side of pebble.', 'Attach magnet to back.', 'Use on refrigerator.']",1+,yes
Indoor Snowball Fight,4,12,30,"game, active, winter",low,indoor,winter,"[""white socks or paper balls"", ""tape""]","['Ball up white socks or paper.', 'Create teams and establish boundaries.', 'Throw snowballs at opponents.', 'Hit opponents to score points.']",4+,no
Visit Farm Market,10,99,60,"shopping, food, educational",low,outdoor,all,"[""money"", ""bags""]","['Find farmer market.', 'Browse booths.', 'Try samples.', 'Buy fresh items.']",1+,no
Music Video Production,16,35,480,"music, film",high,both,all,"[""camera"", ""lighting"", ""crew"", ""actors""]","['Plan video concept.', 'Scout locations.', 'Film scenes with music.', 'Edit final music video.']",5+,no
Jigsaw Puzzles,18,99,90,"cognitive, relaxing, solitary",low,indoor,all,"[""jigsaw puzzle""]","['Choose puzzle with appealing image and piece count', 'Set up dedicated puzzle space', 'Sort pieces by color or edge pieces', 'Work steadily to complete and frame if desired']",1+,no
Pattern Blocks Design,4,10,45,"creative, math, spatial",low,indoor,all,"[""pattern blocks or cut shapes"", ""paper""]","['Provide various colored geometric shapes.', 'Create designs and patterns with shapes.', 'Trace around completed design.', 'Color the pattern on paper.']",1+,no
Help Plan Family Vacation,12,19,90,"family, planning",free,indoor,all,"[""computer"", ""travel guides"", ""maps""]","['Research destination together.', 'Look up attractions and activities.', 'Create itinerary.', 'Book accommodations and plan details.']",1+,no
Adult Coloring Books,18,99,45,"relaxing, creative",low,indoor,all,"[""adult coloring book"", ""colored pencils or markers""]","['Purchase intricate adult coloring book.', 'Choose calming music and comfortable space.', 'Color detailed patterns focusing on staying in lines.', 'Frame favorite completed pages as art.']",1,no
Pickling and Canning,25,99,150,"hobby, culinary, preservation",medium,indoor,summer,"[""jars"", ""canner"", ""produce"", ""vinegar or brine""]","['Sterilize jars and prepare produce', 'Fill jars with pickles or preserves', 'Process in water bath or pressure canner', 'Preserve summer harvest']",1+,yes
Volunteer Babysitting,12,99,120,"service, responsibility, helping",free,indoor,all,"[""depends on activities""]","['Offer to babysit.', 'Engage children.', 'Follow parent rules.', 'Gain valuable experience.']",1+,yes
"Vacuum, Sweep or Mop",3,8,15,chore,free,indoor,all,[],"['Provide children with appropriately sized vacuums, brooms, or mops.', 'Show them how to move the tool back and forth to collect dirt and debris.', 'Practice emptying the vacuum container or shaking out rugs together.', 'Help with heavier tasks and praise their effort for helping keep floors clean.']",1+,no
Create Digital Art,13,19,120,"creative, tech, artistic",free,indoor,all,"[""computer"", ""art software""]","['Get art software.', 'Learn tools.', 'Create digital art.', 'Save and share.']",1+,no
Homemade Playdough,2,8,30,"sensory, creative, tactile",low,indoor,all,"[""flour"", ""salt"", ""water"", ""oil"", ""food coloring"", ""cream of tartar""]","['Mix flour, salt, and cream of tartar in pot.', 'Add water, oil, and food coloring.', 'Cook over medium heat stirring constantly.', 'Cool and knead until smooth.']",1+,yes
Primary Color Toy Sort,2,5,10,"learning,sensory,organization",free,indoor,all,"[""colored objects"", ""matching areas""]","['Gather toys or household items in the primary colours red, blue, and yellow.', 'Ask children to sort the items into bins or areas labelled with each colour.', 'Discuss how mixing two primary colours can create a new colour and experiment with paint or playdough.', 'Turn sorting into a timed relay race or cooperative challenge for added excitement.']",1+,no
